Declarative benchmark summary
Run: 31362489239  Commit: 4c91afc
Base URL: https://us.api.konghq.com
Suite: 4m38.999s  Cases: 12  Phases: 24  Requests: 492  Responses: 492  Errors: 0
Note: suite duration includes fixture generation and destructive org reset.
      phase duration measures only the kongctl apply command.

CASE                     PHASE          REP  APIS  DOCS   DURATION    REQ   RESP    ERR
------------------------ ------------- ---- ----- ----- ---------- ------ ------ ------
small-single-file        apply_create     1     1     2      740ms      6      6      0
small-single-file        apply_noop       1     1     2      455ms      4      4      0
small-single-file        apply_create     2     1     2      752ms      6      6      0
small-single-file        apply_noop       2     1     2      440ms      4      4      0
small-single-file        apply_create     3     1     2      694ms      6      6      0
small-single-file        apply_noop       3     1     2      495ms      4      4      0
small-multi-file         apply_create     1     1     2      606ms      6      6      0
small-multi-file         apply_noop       1     1     2      427ms      4      4      0
small-multi-file         apply_create     2     1     2      790ms      6      6      0
small-multi-file         apply_noop       2     1     2      584ms      4      4      0
small-multi-file         apply_create     3     1     2      742ms      6      6      0
small-multi-file         apply_noop       3     1     2      514ms      4      4      0
medium-single-file       apply_create     1     5    25     1.463s     41     41      0
medium-single-file       apply_noop       1     5    25     1.547s     31     31      0
medium-single-file       apply_create     2     5    25     1.632s     41     41      0
medium-single-file       apply_noop       2     5    25     1.444s     31     31      0
medium-single-file       apply_create     3     5    25     1.597s     41     41      0
medium-single-file       apply_noop       3     5    25     1.758s     31     31      0
medium-multi-file        apply_create     1     5    25      1.43s     41     41      0
medium-multi-file        apply_noop       1     5    25     1.839s     31     31      0
medium-multi-file        apply_create     2     5    25     1.448s     41     41      0
medium-multi-file        apply_noop       2     5    25     1.502s     31     31      0
medium-multi-file        apply_create     3     5    25     1.411s     41     41      0
medium-multi-file        apply_noop       3     5    25     1.441s     31     31      0
