Declarative benchmark summary
Run: 30430058206  Commit: 0937b15
Base URL: https://us.api.konghq.com
Suite: 4m38.036s  Cases: 12  Phases: 24  Requests: 492  Responses: 492  Errors: 0
Note: suite duration includes fixture generation and destructive org reset.
      phase duration measures only the kongctl apply command.

CASE                     PHASE          REP  APIS  DOCS   DURATION    REQ   RESP    ERR
------------------------ ------------- ---- ----- ----- ---------- ------ ------ ------
small-single-file        apply_create     1     1     2      511ms      6      6      0
small-single-file        apply_noop       1     1     2      324ms      4      4      0
small-single-file        apply_create     2     1     2      519ms      6      6      0
small-single-file        apply_noop       2     1     2      305ms      4      4      0
small-single-file        apply_create     3     1     2      506ms      6      6      0
small-single-file        apply_noop       3     1     2      304ms      4      4      0
small-multi-file         apply_create     1     1     2      565ms      6      6      0
small-multi-file         apply_noop       1     1     2      308ms      4      4      0
small-multi-file         apply_create     2     1     2      490ms      6      6      0
small-multi-file         apply_noop       2     1     2      316ms      4      4      0
small-multi-file         apply_create     3     1     2      490ms      6      6      0
small-multi-file         apply_noop       3     1     2      324ms      4      4      0
medium-single-file       apply_create     1     5    25     1.482s     41     41      0
medium-single-file       apply_noop       1     5    25     1.611s     31     31      0
medium-single-file       apply_create     2     5    25     1.461s     41     41      0
medium-single-file       apply_noop       2     5    25     1.671s     31     31      0
medium-single-file       apply_create     3     5    25     1.393s     41     41      0
medium-single-file       apply_noop       3     5    25     1.583s     31     31      0
medium-multi-file        apply_create     1     5    25      1.47s     41     41      0
medium-multi-file        apply_noop       1     5    25     1.568s     31     31      0
medium-multi-file        apply_create     2     5    25       1.4s     41     41      0
medium-multi-file        apply_noop       2     5    25     1.629s     31     31      0
medium-multi-file        apply_create     3     5    25     1.472s     41     41      0
medium-multi-file        apply_noop       3     5    25     1.568s     31     31      0
